"Tabela 7060 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Mês","Geral, grupo, subgrupo, item e subitem","","Variável"
"Mês","Geral, grupo, subgrupo, item e subitem","","IPCA - Variação mensal (%)","IPCA - Variação acumulada no ano (%)","IPCA - Variação acumulada em 12 meses (%)","IPCA - Peso mensal (%)"
"abril 2022","6101001.Anti-infeccioso e antibiótico","Brasil","6.15","8.64","13.72","0.2168"
"abril 2022","6101002.Analgésico e antitérmico","Brasil","5.95","9.24","13.97","0.5330"
"abril 2022","6101003.Anti-inflamatório e antirreumático","Brasil","6.79","8.63","12.71","0.1469"
"abril 2022","6101004.Antigripal e antitussígeno","Brasil","4.89","8.76","14.06","0.1807"
"abril 2022","6101006.Dermatológico","Brasil","5.40","8.97","16.00","0.1265"
"abril 2022","6101007.Antialérgico e broncodilatador","Brasil","6.66","8.35","14.29","0.1626"
"abril 2022","6101009.Gastroprotetor","Brasil","6.63","9.78","13.20","0.1304"
"abril 2022","6101010.Vitamina e fortificante","Brasil","4.04","8.23","10.38","0.2097"
"abril 2022","6101011.Hormonal","Brasil","7.96","7.76","12.72","0.1817"
"abril 2022","6101013.Psicotrópico e anorexígeno","Brasil","5.20","8.00","12.52","0.2804"
"abril 2022","6101014.Hipotensor e hipocolesterolêmico","Brasil","6.81","8.21","9.26","0.5542"
"abril 2022","6101051.Oftalmológico","Brasil","6.75","9.14","10.26","0.0860"
"abril 2022","6101064.Antidiabético","Brasil","6.34","7.42","11.60","0.1668"
"abril 2022","6101148.Neurológico","Brasil","6.55","7.63","10.59","0.1342"
"abril 2022","6102.Produtos óticos","Brasil","1.96","0.62","-0.42","0.2502"
"abril 2022","6102012.Óculos de grau","Brasil","1.96","0.62","-0.42","0.2502"
"abril 2022","62.Serviços de saúde","Brasil","-0.22","-0.97","-0.41","5.1310"
"abril 2022","6201.Serviços médicos e dentários","Brasil","0.80","3.08","5.67","1.0736"
"abril 2022","6201002.Médico","Brasil","0.76","3.53","5.49","0.5139"
"abril 2022","6201003.Dentista","Brasil","0.74","2.64","5.98","0.4988"
"abril 2022","6201005.Aparelho ortodôntico","Brasil","0.56","2.63","5.81","0.0174"
"abril 2022","6201007.Fisioterapeuta","Brasil","1.07","4.81","3.36","0.0004"
"abril 2022","6201010.Psicólogo","Brasil","2.02","3.06","4.30","0.0432"
"abril 2022","6202.Serviços laboratoriais e hospitalares","Brasil","0.75","2.62","5.65","0.5688"
"abril 2022","6202003.Exame de laboratório","Brasil","0.92","2.73","5.01","0.1037"
"abril 2022","6202004.Hospitalização e cirurgia","Brasil","0.77","2.88","6.47","0.3403"
"abril 2022","6202006.Exame de imagem","Brasil","0.55","1.82","3.96","0.1248"
"abril 2022","6203.Plano de saúde","Brasil","-0.69","-2.73","-3.07","3.4886"
"abril 2022","6203001.Plano de saúde","Brasil","-0.69","-2.73","-3.07","3.4886"
"abril 2022","63.Cuidados pessoais","Brasil","0.85","6.04","7.63","3.7236"
"abril 2022","6301.Higiene pessoal","Brasil","0.85","6.04","7.63","3.7236"
"abril 2022","6301001.Produto para cabelo","Brasil","1.56","4.42","6.20","0.5812"
"abril 2022","6301002.Fralda descartável","Brasil","0.67","3.65","10.22","0.2149"
"abril 2022","6301004.Produto para barba","Brasil","0.10","1.85","1.28","0.1195"
"abril 2022","6301006.Produto para pele","Brasil","-0.03","4.97","14.64","0.3666"
"abril 2022","6301007.Produto para higiene bucal","Brasil","0.96","4.52","9.26","0.2555"
"abril 2022","6301010.Produto para unha","Brasil","-0.44","2.30","2.55","0.0035"
"abril 2022","6301011.Perfume","Brasil","0.43","10.13","3.84","0.9941"
"abril 2022","6301014.Desodorante","Brasil","0.62","2.27","2.83","0.4037"
"abril 2022","6301015.Absorvente higiênico","Brasil","0.29","1.95","6.65","0.1063"
"abril 2022","6301016.Sabonete","Brasil","2.87","10.19","22.10","0.3251"
"abril 2022","6301017.Papel higiênico","Brasil","1.65","4.14","9.29","0.2006"
"abril 2022","6301020.Artigos de maquiagem","Brasil","-0.58","6.02","6.28","0.1525"
"abril 2022","7.Despesas pessoais","Brasil","0.48","2.51","6.71","9.7687"
"abril 2022","71.Serviços pessoais","Brasil","0.29","1.76","3.91","6.0549"
"abril 2022","7101.Serviços pessoais","Brasil","0.29","1.76","3.91","6.0549"
"abril 2022","7101001.Costureira","Brasil","0.00","0.87","6.38","0.0120"
"abril 2022","7101005.Manicure","Brasil","0.15","1.83","8.81","0.3756"
"abril 2022","7101010.Empregado doméstico","Brasil","0.16","0.57","1.53","2.7268"
"abril 2022","7101011.Cabeleireiro e barbeiro","Brasil","-0.27","3.37","8.08","0.9937"
"abril 2022","7101014.Depilação","Brasil","0.20","3.48","9.90","0.0579"
"abril 2022","7101034.Cartório","Brasil","0.00","12.07","12.14","0.0227"
"abril 2022","7101036.Despachante","Brasil","-1.25","5.10","12.36","0.0948"
"abril 2022","7101076.Serviço bancário","Brasil","0.97","2.40","3.60","1.6174"
"abril 2022","7101090.Conselho de classe","Brasil","0.20","0.82","1.29","0.0493"
"abril 2022","7101144.Sobrancelha","Brasil","0.71","2.75","6.94","0.1047"
"abril 2022","72.Recreação e fumo","Brasil","0.78","3.76","11.57","3.7138"
"abril 2022","7201.Recreação","Brasil","0.90","4.35","12.97","3.2156"
"abril 2022","7201006.Clube","Brasil","0.08","3.69","6.04","0.0753"
"abril 2022","7201010.Instrumento musical","Brasil","1.21","-0.50","7.80","0.0172"
"abril 2022","7201015.Tratamento de animais (clínica)","Brasil","0.30","3.40","7.99","0.2749"
"abril 2022","7201019.Bicicleta","Brasil","-0.37","2.00","8.49","0.1032"
"abril 2022","7201020.Alimento para animais","Brasil","2.05","5.01","22.82","0.3810"
"abril 2022","7201023.Brinquedo","Brasil","1.46","8.54","18.15","0.2113"
"abril 2022","7201054.Casa noturna","Brasil","1.14","-2.26","-2.75","0.0368"
"abril 2022","7201063.Jogos de azar","Brasil","0.00","0.00","0.00","0.4492"
"abril 2022","7201067.Material de caça e pesca","Brasil","1.26","2.87","10.60","0.0090"
"abril 2022","7201090.Hospedagem","Brasil","1.56","5.62","17.99","0.5098"
"abril 2022","7201095.Pacote turístico","Brasil","0.37","4.49","22.39","0.5206"
"abril 2022","7201256.Serviço de higiene para animais","Brasil","-0.01","3.02","7.90","0.1347"
"abril 2022","7201266.Cinema, teatro e concertos","Brasil","1.43","7.01","10.92","0.4926"
"abril 2022","7202.Fumo","Brasil","0.00","0.06","3.24","0.4983"
"abril 2022","7202041.Cigarro","Brasil","0.00","0.06","3.24","0.4983"
"abril 2022","8.Educação","Brasil","0.06","6.10","6.82","5.7142"
"abril 2022","81.Cursos, leitura e papelaria","Brasil","0.06","6.10","6.82","5.7142"
"abril 2022","8101.Cursos regulares","Brasil","0.00","6.67","7.05","4.3096"
"abril 2022","8101001.Creche","Brasil","0.00","6.53","7.70","0.1855"
"abril 2022","8101002.Pré-escola","Brasil","0.00","7.67","7.91","0.3068"
"abril 2022","8101003.Ensino fundamental","Brasil","0.00","8.06","8.84","1.4807"
"abril 2022","8101004.Ensino médio","Brasil","0.00","7.53","8.25","0.3756"
"abril 2022","8101005.Ensino superior","Brasil","0.00","5.82","5.67","1.6396"
"abril 2022","8101006.Pós-graduação","Brasil","0.00","2.79","3.68","0.2547"
"abril 2022","8101008.Educação de jovens e adultos","Brasil","0.00","3.28","1.65","0.0377"
"abril 2022","8101045.Curso técnico","Brasil","0.00","4.31","5.48","0.0289"
"abril 2022","8102.Leitura","Brasil","0.18","3.08","6.38","0.5006"
"abril 2022","8102001.Jornal diário","Brasil","0.00","6.91","12.31","0.0311"
"abril 2022","8102004.Revista","Brasil","1.77","1.95","29.65","0.0322"
"abril 2022","8102007.Livro didático","Brasil","-0.11","2.29","2.89","0.3462"
"abril 2022","8102008.Livro não didático","Brasil","0.75","5.30","11.50","0.0910"
"abril 2022","8103.Papelaria","Brasil","1.16","3.10","8.61","0.1339"
"abril 2022","8103001.Caderno","Brasil","0.99","4.22","9.49","0.0485"
"abril 2022","8103014.Artigos de papelaria","Brasil","1.26","2.49","8.12","0.0855"
"abril 2022","8104.Cursos diversos","Brasil","0.15","5.48","5.56","0.7702"
"abril 2022","8104001.Curso preparatório","Brasil","0.00","4.99","5.64","0.0695"
"abril 2022","8104003.Curso de idioma","Brasil","0.00","7.29","4.29","0.2770"
"abril 2022","8104004.Curso de informática","Brasil","0.78","5.00","0.04","0.0014"
"abril 2022","8104005.Autoescola","Brasil","0.16","5.65","10.35","0.0492"
"abril 2022","8104006.Atividades físicas","Brasil","0.28","4.25","5.92","0.3731"
"abril 2022","9.Comunicação","Brasil","0.08","1.37","2.87","5.1191"
"abril 2022","91.Comunicação","Brasil","0.08","1.37","2.87","5.1191"
"abril 2022","9101.Comunicação","Brasil","0.08","1.37","2.87","5.1191"
"abril 2022","9101001.Correio","Brasil","0.00","1.87","3.72","0.0603"
"abril 2022","9101002.Plano de telefonia fixa","Brasil","0.00","0.20","10.77","0.2519"
"abril 2022","9101008.Plano de telefonia móvel","Brasil","0.00","0.77","0.94","1.3998"
"abril 2022","9101010.Tv por assinatura","Brasil","0.00","0.00","0.00","0.3441"
"abril 2022","9101018.Acesso à internet","Brasil","0.00","0.00","0.00","0.5048"
"abril 2022","9101019.Aparelho telefônico","Brasil","0.41","1.25","5.26","0.9579"
"abril 2022","9101115.Serviços de streaming","Brasil","0.00","0.00","16.90","0.0696"
"abril 2022","9101116.Combo de telefonia, internet e tv por assinatura","Brasil","0.00","3.03","3.03","1.5307"
"maio 2022","Índice geral","Brasil","0.47","4.78","11.73","100.0000"
"maio 2022","1.Alimentação e bebidas","Brasil","0.48","7.56","13.51","21.2604"
"maio 2022","11.Alimentação no domicílio","Brasil","0.43","9.53","16.36","15.6654"
"maio 2022","1101.Cereais, leguminosas e oleaginosas","Brasil","1.45","6.81","-4.98","0.8418"
"maio 2022","1101002.Arroz","Brasil","0.27","2.59","-10.27","0.5923"
"maio 2022","1101051.Feijão - mulatinho","Brasil","0.01","4.99","5.05","0.0142"
"maio 2022","1101052.Feijão - preto","Brasil","-0.97","3.68","-7.21","0.0600"
"maio 2022","1101053.Feijão - macáçar (fradinho)","Brasil","0.57","5.45","-0.38","0.0193"
"maio 2022","1101073.Feijão - carioca (rajado)","Brasil","7.31","28.46","19.03","0.1441"
"maio 2022","1101079.Milho (em grão)","Brasil","4.76","12.74","25.60","0.0120"
"maio 2022","1102.Farinhas, féculas e massas","Brasil","3.18","11.47","18.98","0.4800"
"maio 2022","1102001.Farinha de arroz","Brasil","0.26","7.96","12.72","0.0024"
"maio 2022","1102006.Macarrão","Brasil","3.86","12.11","19.12","0.1516"
"maio 2022","1102008.Fubá de milho","Brasil","3.18","4.40","24.90","0.0097"
"maio 2022","1102010.Flocos de milho","Brasil","0.03","5.19","8.11","0.0093"
"maio 2022","1102012.Farinha de trigo","Brasil","4.79","20.98","27.80","0.0580"
"maio 2022","1102023.Farinha de mandioca","Brasil","2.47","12.59","17.78","0.1002"
"maio 2022","1102029.Massa semipreparada","Brasil","2.92","6.39","16.19","0.1200"
"maio 2022","1102061.Macarrão instantâneo","Brasil","1.18","13.55","19.95","0.0288"
"maio 2022","1103.Tubérculos, raízes e legumes","Brasil","-10.09","37.17","55.84","1.0309"
"maio 2022","1103002.Batata-doce","Brasil","-4.94","-8.18","9.04","0.0293"
"maio 2022","1103003.Batata-inglesa","Brasil","-3.94","61.38","54.30","0.2640"
"maio 2022","1103004.Inhame","Brasil","-0.59","12.47","3.67","0.0016"
"maio 2022","1103005.Mandioca (aipim)","Brasil","5.22","-0.09","36.87","0.0193"
"maio 2022","1103020.Abobrinha","Brasil","-14.24","44.03","82.12","0.0139"
"maio 2022","1103025.Pepino","Brasil","8.02","42.98","77.91","0.0035"
"maio 2022","1103026.Pimentão","Brasil","1.75","17.89","53.25","0.0244"
"maio 2022","1103028.Tomate","Brasil","-23.72","13.56","55.62","0.4037"
"maio 2022","1103043.Cebola","Brasil","21.36","59.49","48.93","0.1521"
"maio 2022","1103044.Cenoura","Brasil","-24.07","90.07","116.37","0.1190"
"maio 2022","1104.Açúcares e derivados","Brasil","1.92","6.26","19.45","0.7073"
"maio 2022","1104003.Açúcar refinado","Brasil","-0.77","0.61","35.74","0.1236"
"maio 2022","1104004.Açúcar cristal","Brasil","0.16","5.57","31.46","0.1397"
"maio 2022","1104018.Balas","Brasil","1.01","3.05","9.13","0.0150"
"maio 2022","1104023.Chocolate em barra e bombom","Brasil","3.95","5.16","10.18","0.1749"
"maio 2022","1104032.Sorvete","Brasil","2.86","10.13","13.38","0.1419"
"maio 2022","1104052.Chocolate e achocolatado em pó","Brasil","2.89","11.10","16.42","0.1102"
"maio 2022","1104060.Doce de frutas em pasta","Brasil","-1.17","11.78","14.77","0.0015"
"maio 2022","1104067.Açúcar demerara","Brasil","0.16","8.28","27.67","0.0005"
"maio 2022","1105.Hortaliças e verduras","Brasil","-3.22","35.77","32.15","0.2764"
"maio 2022","1105001.Alface","Brasil","-4.10","41.58","40.17","0.1377"
"maio 2022","1105004.Coentro","Brasil","-3.47","-2.95","-7.88","0.0078"
"maio 2022","1105005.Couve","Brasil","2.86","34.40","31.56","0.0186"
"maio 2022","1105006.Couve-flor","Brasil","-10.07","26.93","17.04","0.0037"
"maio 2022","1105010.Repolho","Brasil","-5.55","66.29","42.01","0.0274"
"maio 2022","1105012.Cheiro-verde","Brasil","0.49","21.81","21.23","0.0465"
"maio 2022","1105019.Brócolis","Brasil","-5.33","30.39","26.98","0.0346"
"maio 2022","1106.Frutas","Brasil","-2.30","8.27","25.30","1.0150"
"maio 2022","1106001.Banana-da-terra","Brasil","14.27","12.90","27.22","0.0150"
"maio 2022","1106003.Abacaxi","Brasil","-0.48","4.49","-0.20","0.0171"
"maio 2022","1106004.Abacate","Brasil","0.37","-23.57","17.05","0.0011"
"maio 2022","1106005.Banana - d'água","Brasil","-2.88","1.66","24.08","0.1002"
"maio 2022","1106006.Banana - maçã","Brasil","-1.19","-21.99","5.02","0.0043"
"maio 2022","1106008.Banana - prata","Brasil","-4.24","1.28","23.60","0.1863"
"maio 2022","1106011.Laranja - baía","Brasil","-7.97","17.83","28.59","0.0062"
"maio 2022","1106012.Laranja - lima","Brasil","-1.42","-9.57","37.66","0.0054"
"maio 2022","1106015.Limão","Brasil","-6.68","-31.57","-15.46","0.0158"
"maio 2022","1106017.Maçã","Brasil","-0.01","25.00","29.62","0.1524"
"maio 2022","1106018.Mamão","Brasil","-7.97","2.64","55.59","0.1263"
"maio 2022","1106019.Manga","Brasil","13.62","40.48","28.93","0.0633"
"maio 2022","1106020.Maracujá","Brasil","-6.81","2.95","23.18","0.0090"
"maio 2022","1106021.Melancia","Brasil","-7.69","18.44","33.41","0.0387"
"maio 2022","1106022.Melão","Brasil","-3.07","60.81","71.34","0.0267"
"maio 2022","1106023.Pera","Brasil","-3.31","-15.97","12.65","0.0223"
"maio 2022","1106027.Tangerina","Brasil","-6.77","-6.61","21.05","0.0332"
"maio 2022","1106028.Uva","Brasil","-4.03","10.50","14.15","0.0813"
"maio 2022","1106039.Laranja - pera","Brasil","-2.51","0.67","7.97","0.0948"
"maio 2022","1106051.Morango","Brasil","13.24","82.54","57.63","0.0110"
"maio 2022","1106084.Goiaba","Brasil","2.65","1.43","14.03","0.0044"
"maio 2022","1107.Carnes","Brasil","0.24","3.41","5.95","2.9307"
"maio 2022","1107009.Fígado","Brasil","1.28","1.32","13.09","0.0215"
"maio 2022","1107018.Carne de porco","Brasil","0.75","-4.88","-5.52","0.3266"
"maio 2022","1107031.Carne de carneiro","Brasil","5.58","-6.26","-0.60","0.0024"
"maio 2022","1107081.Cupim","Brasil","-2.06","2.14","4.54","0.0106"
"maio 2022","1107084.Contrafilé","Brasil","-0.07","5.75","13.18","0.5011"
"maio 2022","1107085.Filé-mignon","Brasil","3.83","-9.61","9.43","0.0268"
"maio 2022","1107087.Chã de dentro","Brasil","-0.63","4.34","8.50","0.3349"
"maio 2022","1107088.Alcatra","Brasil","1.42","6.76","11.95","0.3699"
"maio 2022","1107089.Patinho","Brasil","0.16","6.69","8.41","0.1858"
"maio 2022","1107090.Lagarto redondo","Brasil","-0.47","7.76","8.07","0.0093"
"maio 2022","1107091.Lagarto comum","Brasil","0.51","4.83","10.44","0.0796"
"maio 2022","1107093.Músculo","Brasil","0.19","2.33","4.56","0.1667"
"maio 2022","1107094.Pá","Brasil","1.24","3.89","3.37","0.1228"
"maio 2022","1107095.Acém","Brasil","-0.84","4.84","2.62","0.2904"
"maio 2022","1107096.Peito","Brasil","-0.59","3.92","4.78","0.0168"
"maio 2022","1107097.Capa de filé","Brasil","1.03","2.28","3.01","0.0349"
"maio 2022","1107099.Costela","Brasil","-0.14","3.48","1.88","0.3865"
"maio 2022","1107208.Picanha","Brasil","1.94","-1.36","9.88","0.0440"
"maio 2022","1108.Pescados","Brasil","-0.22","2.80","5.41","0.2055"
"maio 2022","1108002.Peixe - anchova","Brasil","0.84","0.44","2.33","0.0005"
"maio 2022","1108004.Peixe - corvina","Brasil","-2.94","2.03","2.11","0.0207"
"maio 2022","1108011.Peixe - tainha","Brasil","-0.03","13.68","15.80","0.0021"
"maio 2022","1108012.Peixe - sardinha","Brasil","0.56","3.49","7.41","0.0048"
"maio 2022","1108013.Camarão","Brasil","0.90","2.15","0.04","0.0250"
"maio 2022","1108019.Peixe - cavala","Brasil","-0.40","10.31","12.43","0.0009"
"maio 2022","1108029.Peixe - cação","Brasil","0.81","7.11","10.44","0.0063"
"maio 2022","1108031.Peixe - merluza","Brasil","1.22","4.61","11.00","0.0161"
"maio 2022","1108032.Peixe - serra","Brasil","-0.42","-0.01","3.37","0.0010"
"maio 2022","1108038.Peixe - pescada","Brasil","-0.44","2.77","7.78","0.0283"
"maio 2022","1108045.Caranguejo","Brasil","-1.18","3.67","3.55","0.0047"
"maio 2022","1108049.Peixe - castanha","Brasil","0.84","0.44","1.85","0.0008"
"maio 2022","1108052.Peixe - palombeta","Brasil","-0.62","-3.20","6.54","0.0008"
"maio 2022","1108072.Peixe - curimatã","Brasil","-0.73","1.47","3.92","0.0007"
"maio 2022","1108075.Peixe - salmão","Brasil","-0.46","4.26","10.92","0.0151"
"maio 2022","1108080.Peixe - tilápia","Brasil","0.23","2.93","3.55","0.0450"
"maio 2022","1108087.Peixe - tambaqui","Brasil","-0.03","0.07","5.75","0.0210"
"maio 2022","1108088.Peixe - dourada","Brasil","-3.85","-2.99","2.78","0.0065"
"maio 2022","1108092.Peixe - filhote","Brasil","1.29","10.10","13.93","0.0037"
"maio 2022","1108096.Peixe - peroá","Brasil","1.90","3.49","3.45","0.0006"
"maio 2022","1108112.Peixe - pintado","Brasil","0.73","2.30","-1.76","0.0003"
"maio 2022","1108125.Peixe - aruanã","Brasil","-0.76","-0.34","3.78","0.0005"
"maio 2022","1109.Carnes e peixes industrializados","Brasil","1.85","2.83","7.74","0.6655"
"maio 2022","1109002.Presunto","Brasil","1.54","3.75","8.05","0.0982"
"maio 2022","1109007.Salsicha","Brasil","2.18","3.41","11.88","0.0435"
"maio 2022","1109008.Linguiça","Brasil","2.27","2.90","8.39","0.3419"
"maio 2022","1109010.Mortadela","Brasil","2.70","2.97","9.35","0.0483"
"maio 2022","1109012.Salame","Brasil","-0.08","1.70","10.03","0.0093"
"maio 2022","1109023.Bacalhau","Brasil","1.84","3.28","12.95","0.0090"
"maio 2022","1109056.Carne-seca e de sol","Brasil","0.55","1.67","3.04","0.1075"
"maio 2022","1109058.Carne de porco salgada e defumada","Brasil","0.04","1.14","2.01","0.0078"
"maio 2022","1110.Aves e ovos","Brasil","1.65","2.45","20.36","1.3366"
"maio 2022","1110009.Frango inteiro","Brasil","1.78","1.51","17.81","0.3946"
"maio 2022","1110010.Frango em pedaços","Brasil","1.62","-0.61","22.71","0.6784"
"maio 2022","1110044.Ovo de galinha","Brasil","1.51","12.99","18.39","0.2637"
"maio 2022","1111.Leites e derivados","Brasil","3.37","15.80","21.26","1.8128"
"maio 2022","1111004.Leite longa vida","Brasil","4.65","28.03","29.28","0.7692"
"maio 2022","1111008.Leite condensado","Brasil","6.20","7.55","6.27","0.0195"
"maio 2022","1111009.Leite em pó","Brasil","2.47","5.17","9.63","0.1974"
"maio 2022","1111011.Queijo","Brasil","2.40","8.37","17.39","0.5403"
"maio 2022","1111019.Iogurte e bebidas lácteas","Brasil","1.88","10.47","20.42","0.1599"
"maio 2022","1111021.Requeijão","Brasil","3.32","8.08","21.35","0.0562"
"maio 2022","1111031.Manteiga","Brasil","2.43","9.21","12.34","0.0597"
"maio 2022","1111038.Leite fermentado","Brasil","-0.53","4.26","6.65","0.0107"
"maio 2022","1112.Panificados","Brasil","1.83","11.38","15.89","1.6122"
"maio 2022","1112003.Biscoito","Brasil","1.78","10.62","14.88","0.4520"
"maio 2022","1112015.Pão francês","Brasil","1.81","11.71","15.59","0.8113"
"maio 2022","1112017.Pão doce","Brasil","1.90","10.35","13.37","0.0825"
"maio 2022","1112018.Pão de forma","Brasil","2.25","14.74","23.08","0.1032"
"maio 2022","1112019.Bolo","Brasil","1.41","11.15","17.74","0.1368"
"maio 2022","1112025.Pão de queijo","Brasil","3.36","6.21","14.59","0.0264"
"maio 2022","1113.Óleos e gorduras","Brasil","1.80","17.33","26.84","0.5536"
"maio 2022","1113013.Óleo de soja","Brasil","1.81","22.54","31.25","0.3781"
